Nomor,T-in (mm.ss),T-out (mm.ss),T-in,T-out,Î”T,Volume,VMax,Kepadatan,Kecepatan,Kecepatan Normalisasi,Keterangan Video
1,0:02,0:21,2,16,14,3,35,0.0857142857142857,2.85714285714286,0.285714285714286,Video 1
2,0:04,0:16,6,16,10,4,35,0.114285714285714,4,0.4,Video 1
3,0:06,0:21,6,21,15,5,35,0.142857142857143,2.66666666666667,0.266666666666667,Video 1
4,0:09,0:25,9,24,15,4,35,0.114285714285714,2.66666666666667,0.266666666666667,Video 1
5,0:30,0:51,30,48,18,7,35,0.2,2.22222222222222,0.222222222222222,Video 1
6,0:33,0:50,33,50,17,6,35,0.171428571428571,2.35294117647059,0.235294117647059,Video 1
7,0:38,0:53,38,53,15,5,35,0.142857142857143,2.66666666666667,0.266666666666667,Video 1
8,0:40,0:51,40,51,11,6,35,0.171428571428571,3.63636363636364,0.363636363636364,Video 1
9,1:40,1:50,100,110,10,4,35,0.114285714285714,4,0.4,Video 1
10,1:43,1:53,103,113,10,3,35,0.0857142857142857,4,0.4,Video 1
11,1:46,1:55,106,115,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
12,1:49,1:59,109,118,9,5,35,0.142857142857143,4.44444444444445,0.444444444444445,Video 1
13,1:52,2:06,112,125,13,6,35,0.171428571428571,3.07692307692308,0.307692307692308,Video 1
14,2:07,2:16,127,136,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
15,2:11,2:20,131,140,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
16,2:15,2:25,135,145,10,4,35,0.114285714285714,4,0.4,Video 1
17,2:15,2:24,135,144,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
18,2:20,2:30,140,149,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 1
19,2:25,2:34,145,154,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 1
20,2:27,2:37,147,157,10,3,35,0.0857142857142857,4,0.4,Video 1
21,2:29,2:40,149,160,11,4,35,0.114285714285714,3.63636363636364,0.363636363636364,Video 1
22,2:31,2:42,151,162,11,4,35,0.114285714285714,3.63636363636364,0.363636363636364,Video 1
23,2:33,2:47,153,167,14,4,35,0.114285714285714,2.85714285714286,0.285714285714286,Video 1
24,2:35,2:44,155,164,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
25,2:37,2:51,157,171,14,5,35,0.142857142857143,2.85714285714286,0.285714285714286,Video 1
26,2:39,2:54,159,174,15,5,35,0.142857142857143,2.66666666666667,0.266666666666667,Video 1
27,2:43,2:59,163,178,15,4,35,0.114285714285714,2.66666666666667,0.266666666666667,Video 1
28,2:46,3:00,166,180,14,4,35,0.114285714285714,2.85714285714286,0.285714285714286,Video 1
29,2:48,3:03,168,183,15,4,35,0.114285714285714,2.66666666666667,0.266666666666667,Video 1
30,3:10,3:18,190,198,8,1,35,0.0285714285714286,5,0.5,Video 1
31,3:39,3:44,219,224,5,0,35,0,8,0.8,Video 1
32,3:55,4:20,235,260,25,0,35,0,1.6,0.16,Video 1
33,4:11,4:21,251,261,10,3,35,0.0857142857142857,4,0.4,Video 1
34,4:13,4:24,253,264,11,3,35,0.0857142857142857,3.63636363636364,0.363636363636364,Video 1
35,4:16,4:26,256,266,10,4,35,0.114285714285714,4,0.4,Video 1
36,4:18,4:29,258,269,11,5,35,0.142857142857143,3.63636363636364,0.363636363636364,Video 1
37,4:21,4:31,261,271,10,5,35,0.142857142857143,4,0.4,Video 1
38,4:23,4:33,263,273,10,6,35,0.171428571428571,4,0.4,Video 1
39,4:25,4:35,265,275,10,6,35,0.171428571428571,4,0.4,Video 1
40,4:25,4:35,265,275,10,6,35,0.171428571428571,4,0.4,Video 1
41,4:28,4:39,268,279,11,7,35,0.2,3.63636363636364,0.363636363636364,Video 1
42,4:39,4:49,279,289,10,5,35,0.142857142857143,4,0.4,Video 1
43,4:42,4:52,282,292,10,6,35,0.171428571428571,4,0.4,Video 1
44,4:45,4:54,285,294,9,5,35,0.142857142857143,4.44444444444445,0.444444444444445,Video 1
45,4:47,4:56,287,296,9,5,35,0.142857142857143,4.44444444444445,0.444444444444445,Video 1
46,4:49,4:59,289,299,10,4,35,0.114285714285714,4,0.4,Video 1
47,4:52,5:01,292,301,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 1
48,4:54,5:04,294,304,10,3,35,0.0857142857142857,4,0.4,Video 1
49,4:57,5:07,297,307,10,3,35,0.0857142857142857,4,0.4,Video 1
50,4:59,5:09,299,309,10,3,35,0.0857142857142857,4,0.4,Video 1
51,5:00,5:10,300,310,10,4,35,0.114285714285714,4,0.4,Video 1
52,5:00,5:14,300,314,14,4,35,0.114285714285714,2.85714285714286,0.285714285714286,Video 1
53,5:04,5:17,304,317,13,4,35,0.114285714285714,3.07692307692308,0.307692307692308,Video 1
54,5:07,5:18,307,318,11,5,35,0.142857142857143,3.63636363636364,0.363636363636364,Video 1
55,5:10,5:25,310,325,15,4,35,0.114285714285714,2.66666666666667,0.266666666666667,Video 1
56,5:11,5:21,311,321,10,5,35,0.142857142857143,4,0.4,Video 1
57,5:13,5:24,313,324,11,6,35,0.171428571428571,3.63636363636364,0.363636363636364,Video 1
58,5:15,5:27,315,327,12,6,35,0.171428571428571,3.33333333333333,0.333333333333333,Video 1
59,5:18,5:29,318,329,11,6,35,0.171428571428571,3.63636363636364,0.363636363636364,Video 1
60,5:21,5:33,321,333,12,6,35,0.171428571428571,3.33333333333333,0.333333333333333,Video 1
61,5:24,5:37,324,337,13,4,35,0.114285714285714,3.07692307692308,0.307692307692308,Video 1
62,5:27,5:43,327,343,16,3,35,0.0857142857142857,2.5,0.25,Video 1
63,5:29,5:45,329,345,16,4,35,0.114285714285714,2.5,0.25,Video 1
64,5:36,5:51,336,351,15,5,35,0.142857142857143,2.66666666666667,0.266666666666667,Video 1
65,5:38,5:50,338,350,12,6,35,0.171428571428571,3.33333333333333,0.333333333333333,Video 1
66,5:41,5:55,341,355,14,8,35,0.228571428571429,2.85714285714286,0.285714285714286,Video 1
67,5:43,5:57,343,357,14,7,35,0.2,2.85714285714286,0.285714285714286,Video 1
68,5:46,6:00,346,360,14,7,35,0.2,2.85714285714286,0.285714285714286,Video 1
69,5:48,6:03,348,363,15,6,35,0.171428571428571,2.66666666666667,0.266666666666667,Video 1
70,5:50,6:05,350,365,15,8,35,0.228571428571429,2.66666666666667,0.266666666666667,Video 1
71,5:52,6:04,352,364,12,8,35,0.228571428571429,3.33333333333333,0.333333333333333,Video 1
72,5:55,6:10,355,370,15,8,35,0.228571428571429,2.66666666666667,0.266666666666667,Video 1
73,6:04,6:17,364,377,13,5,35,0.142857142857143,3.07692307692308,0.307692307692308,Video 1
74,6:07,6:21,367,381,14,3,35,0.0857142857142857,2.85714285714286,0.285714285714286,Video 1
75,6:10,6:23,370,383,13,4,35,0.114285714285714,3.07692307692308,0.307692307692308,Video 1
76,6:21,6:36,381,396,15,5,35,0.142857142857143,2.66666666666667,0.266666666666667,Video 1
77,6:23,6:45,383,405,22,6,35,0.171428571428571,1.81818181818182,0.181818181818182,Video 1
78,6:24,6:40,384,400,16,7,35,0.2,2.5,0.25,Video 1
79,6:26,6:50,386,410,24,8,35,0.228571428571429,1.66666666666667,0.166666666666667,Video 1
80,6:31,6:46,392,406,14,8,35,0.228571428571429,2.85714285714286,0.285714285714286,Video 1
81,6:34,6:54,394,414,20,7,35,0.2,2,0.2,Video 1
82,6:38,6:57,398,417,19,7,35,0.2,2.10526315789474,0.210526315789474,Video 1
83,6:41,7:02,401,422,21,5,35,0.142857142857143,1.9047619047619,0.19047619047619,Video 1
84,6:42,7:05,402,425,23,7,35,0.2,1.73913043478261,0.173913043478261,Video 1
85,6:45,7:07,405,427,22,7,35,0.2,1.81818181818182,0.181818181818182,Video 1
86,7:00,7:15,420,435,15,8,35,0.228571428571429,2.66666666666667,0.266666666666667,Video 1
87,7:02,7:16,422,436,14,7,35,0.2,2.85714285714286,0.285714285714286,Video 1
88,7:05,7:20,425,440,15,7,35,0.2,2.66666666666667,0.266666666666667,Video 1
89,7:06,7:23,426,443,17,6,35,0.171428571428571,2.35294117647059,0.235294117647059,Video 1
90,7:12,7:22,432,442,10,10,35,0.285714285714286,4,0.4,Video 1
91,7:13,7:49,433,469,36,10,35,0.285714285714286,1.11111111111111,0.111111111111111,Video 1
92,7:15,7:26,435,446,11,9,35,0.257142857142857,3.63636363636364,0.363636363636364,Video 1
93,7:15,7:28,435,448,13,9,35,0.257142857142857,3.07692307692308,0.307692307692308,Video 1
94,7:56,8:07,476,487,11,4,35,0.114285714285714,3.63636363636364,0.363636363636364,Video 1
95,7:59,8:08,479,488,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
96,8:01,8:11,481,491,10,4,35,0.114285714285714,4,0.4,Video 1
97,8:03,8:11,483,491,8,4,35,0.114285714285714,5,0.5,Video 1
98,8:05,8:13,485,493,8,5,35,0.142857142857143,5,0.5,Video 1
99,8:07,8:15,487,495,8,5,35,0.142857142857143,5,0.5,Video 1
100,8:08,8:18,488,498,10,5,35,0.142857142857143,4,0.4,Video 1
101,8:18,8:28,499,508,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 1
102,8:26,8:33,506,513,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
103,8:29,8:36,509,516,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
104,8:35,8:42,515,522,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
105,8:38,8:46,518,526,8,1,35,0.0285714285714286,5,0.5,Video 1
106,8:56,9:04,536,544,6,3,35,0.0857142857142857,6.66666666666667,0.666666666666667,Video 1
107,9:10,9:17,550,557,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
108,9:13,9:19,553,559,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
109,9:30,9:36,570,576,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
110,9:34,9:40,574,580,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
111,9:36,9:42,576,582,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
112,9:47,9:54,588,594,6,3,35,0.0857142857142857,6.66666666666667,0.666666666666667,Video 1
113,9:48,9:55,589,595,6,3,35,0.0857142857142857,6.66666666666667,0.666666666666667,Video 1
114,9:51,9:58,592,598,6,3,35,0.0857142857142857,6.66666666666667,0.666666666666667,Video 1
115,9:53,9:59,594,599,5,3,35,0.0857142857142857,8,0.8,Video 1
116,9:57,10:04,597,604,7,3,35,0.0857142857142857,5.71428571428571,0.571428571428571,Video 1
117,10:03,10:14,603,614,11,1,35,0.0285714285714286,3.63636363636364,0.363636363636364,Video 1
118,10:04,10:12,605,612,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
119,10:07,10:15,608,615,7,2,35,0.0571428571428571,5.71428571428571,0.571428571428571,Video 1
120,10:09,10:17,610,617,7,3,35,0.0857142857142857,5.71428571428571,0.571428571428571,Video 1
121,10:12,10:21,612,621,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 1
122,10:26,10:33,626,633,7,3,35,0.0857142857142857,5.71428571428571,0.571428571428571,Video 1
123,10:29,10:36,629,636,7,2,35,0.0571428571428571,5.71428571428571,0.571428571428571,Video 1
124,10:31,10:38,632,638,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
125,10:34,10:42,634,642,8,2,35,0.0571428571428571,5,0.5,Video 1
126,10:57,11:16,657,676,19,6,35,0.171428571428571,2.10526315789474,0.210526315789474,Video 1
127,10:57,11:10,657,670,13,6,35,0.171428571428571,3.07692307692308,0.307692307692308,Video 1
128,11:02,11:20,662,680,18,9,35,0.257142857142857,2.22222222222222,0.222222222222222,Video 1
129,11:05,11:23,665,683,18,9,35,0.257142857142857,2.22222222222222,0.222222222222222,Video 1
130,11:19,11:29,679,689,10,6,35,0.171428571428571,4,0.4,Video 1
131,11:25,11:31,684,691,7,3,35,0.0857142857142857,5.71428571428571,0.571428571428571,Video 1
132,11:30,11:36,690,696,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
133,11:33,11:39,693,699,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
134,11:37,11:47,697,707,10,1,35,0.0285714285714286,4,0.4,Video 1
135,11:40,11:47,700,707,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
136,11:41,11:54,701,714,13,2,35,0.0571428571428571,3.07692307692308,0.307692307692308,Video 1
137,11:52,12:00,712,720,8,1,35,0.0285714285714286,5,0.5,Video 1
138,11:54,12:03,714,723,9,1,35,0.0285714285714286,4.44444444444445,0.444444444444445,Video 1
139,11:56,12:04,716,724,8,3,35,0.0857142857142857,5,0.5,Video 1
140,12:12,12:25,732,745,13,4,35,0.114285714285714,3.07692307692308,0.307692307692308,Video 1
141,12:15,12:29,735,749,14,5,35,0.142857142857143,2.85714285714286,0.285714285714286,Video 1
142,12:18,12:36,738,756,18,3,35,0.0857142857142857,2.22222222222222,0.222222222222222,Video 1
143,12:20,12:38,740,758,18,4,35,0.114285714285714,2.22222222222222,0.222222222222222,Video 1
144,12:22,12:41,742,761,19,5,35,0.142857142857143,2.10526315789474,0.210526315789474,Video 1
145,12:25,12:43,745,763,18,5,35,0.142857142857143,2.22222222222222,0.222222222222222,Video 1
146,12:26,12:41,746,761,15,6,35,0.171428571428571,2.66666666666667,0.266666666666667,Video 1
147,12:55,13:06,775,786,11,6,35,0.171428571428571,3.63636363636364,0.363636363636364,Video 1
148,12:59,13:10,779,790,11,7,35,0.2,3.63636363636364,0.363636363636364,Video 1
149,13:01,13:14,781,794,13,5,35,0.142857142857143,3.07692307692308,0.307692307692308,Video 1
150,13:02,13:13,782,793,11,7,35,0.2,3.63636363636364,0.363636363636364,Video 1
151,13:04,13:17,784,797,13,7,35,0.2,3.07692307692308,0.307692307692308,Video 1
152,13:05,13:15,785,795,10,8,35,0.228571428571429,4,0.4,Video 1
153,13:09,13:19,789,799,10,7,35,0.2,4,0.4,Video 1
154,13:11,13:19,791,799,8,7,35,0.2,5,0.5,Video 1
155,13:15,13:27,795,807,12,5,35,0.142857142857143,3.33333333333333,0.333333333333333,Video 1
156,13:16,13:31,796,811,15,4,35,0.114285714285714,2.66666666666667,0.266666666666667,Video 1
157,13:17,13:35,797,815,18,4,35,0.114285714285714,2.22222222222222,0.222222222222222,Video 1
158,13:18,13:39,798,819,21,5,35,0.142857142857143,1.9047619047619,0.19047619047619,Video 1
159,14:12,14:21,852,861,9,5,35,0.142857142857143,4.44444444444445,0.444444444444445,Video 1
160,14:35,14:42,875,882,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
161,14:38,14:44,878,884,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
162,14:44,14:51,884,891,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
163,14:45,14:52,885,892,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
164,14:47,14:54,887,894,7,2,35,0.0571428571428571,5.71428571428571,0.571428571428571,Video 1
165,14:49,15:00,889,900,11,3,35,0.0857142857142857,3.63636363636364,0.363636363636364,Video 1
166,15:01,15:07,901,907,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
167,15:53,16:01,953,961,8,2,35,0.0571428571428571,5,0.5,Video 1
168,15:56,16:05,956,965,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 1
169,16:02,16:07,962,967,5,3,35,0.0857142857142857,8,0.8,Video 1
170,16:45,16:54,1005,1014,9,6,35,0.171428571428571,4.44444444444445,0.444444444444445,Video 1
171,17:06,17:12,1026,1032,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
172,17:10,17:18,1030,1038,8,1,35,0.0285714285714286,5,0.5,Video 1
173,17:22,17:31,1042,1051,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
174,17:26,17:34,1046,1054,8,5,35,0.142857142857143,5,0.5,Video 1
175,17:28,17:34,1048,1054,6,4,35,0.114285714285714,6.66666666666667,0.666666666666667,Video 1
176,17:28,17:35,1048,1055,7,4,35,0.114285714285714,5.71428571428571,0.571428571428571,Video 1
177,17:31,17:42,1051,1062,11,4,35,0.114285714285714,3.63636363636364,0.363636363636364,Video 1
178,17:33,17:40,1053,1060,7,5,35,0.142857142857143,5.71428571428571,0.571428571428571,Video 1
179,17:36,17:44,1056,1064,8,3,35,0.0857142857142857,5,0.5,Video 1
180,18:01,18:10,1081,1090,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 1
181,18:04,18:13,1084,1093,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 1
182,18:06,18:19,1086,1099,13,5,35,0.142857142857143,3.07692307692308,0.307692307692308,Video 1
183,18:09,18:17,1089,1097,8,4,35,0.114285714285714,5,0.5,Video 1
184,18:12,18:22,1092,1102,10,3,35,0.0857142857142857,4,0.4,Video 1
185,18:15,18:25,1095,1105,10,4,35,0.114285714285714,4,0.4,Video 1
186,18:17,18:25,1097,1105,8,4,35,0.114285714285714,5,0.5,Video 1
187,18:24,18:32,1104,1112,8,4,35,0.114285714285714,5,0.5,Video 1
188,18:51,18:57,1131,1137,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
189,18:54,19:00,1134,1140,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
190,18:57,19:05,1137,1145,8,1,35,0.0285714285714286,5,0.5,Video 1
191,19:03,19:10,1143,1150,7,0,35,0,5.71428571428571,0.571428571428571,Video 1
192,19:05,19:12,1145,1152,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
193,19:08,19:15,1148,1155,7,2,35,0.0571428571428571,5.71428571428571,0.571428571428571,Video 1
194,19:11,19:20,1151,1160,9,1,35,0.0285714285714286,4.44444444444445,0.444444444444445,Video 1
195,19:12,19:22,1152,1162,10,2,35,0.0571428571428571,4,0.4,Video 1
196,19:15,19:25,1155,1165,10,3,35,0.0857142857142857,4,0.4,Video 1
197,19:16,19:27,1156,1167,11,3,35,0.0857142857142857,3.63636363636364,0.363636363636364,Video 1
198,19:18,19:27,1158,1167,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 1
199,19:20,19:27,1160,1167,7,3,35,0.0857142857142857,5.71428571428571,0.571428571428571,Video 1
200,19:23,19:31,1163,1171,8,3,35,0.0857142857142857,5,0.5,Video 1
201,19:26,19:35,1166,1175,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 1
202,19:28,19:37,1168,1177,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 1
203,19:30,19:39,1170,1179,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
204,19:31,19:40,1171,1180,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
205,19:33,19:42,1173,1182,9,5,35,0.142857142857143,4.44444444444445,0.444444444444445,Video 1
206,19:35,19:44,1175,1184,9,5,35,0.142857142857143,4.44444444444445,0.444444444444445,Video 1
207,19:37,19:45,1177,1185,8,4,35,0.114285714285714,5,0.5,Video 1
208,19:37,19:46,1177,1186,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
209,19:39,19:48,1179,1188,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 1
210,19:41,19:48,1181,1188,7,6,35,0.171428571428571,5.71428571428571,0.571428571428571,Video 1
211,19:42,19:50,1182,1190,8,5,35,0.142857142857143,5,0.5,Video 1
212,19:43,19:51,1183,1191,8,5,35,0.142857142857143,5,0.5,Video 1
213,19:48,19:56,1188,1196,8,4,35,0.114285714285714,5,0.5,Video 1
214,20:10,20:16,1210,1216,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
215,20:14,20:22,1214,1222,8,2,35,0.0571428571428571,5,0.5,Video 1
216,20:19,20:26,1219,1226,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
217,20:21,20:28,1221,1228,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
218,20:35,20:46,1235,1246,11,0,35,0,3.63636363636364,0.363636363636364,Video 1
219,20:46,20:51,1246,1251,5,1,35,0.0285714285714286,8,0.8,Video 1
220,20:48,20:53,1248,1253,5,1,35,0.0285714285714286,8,0.8,Video 1
221,20:57,21:02,1257,1262,5,0,35,0,8,0.8,Video 1
222,21:04,21:10,1264,1270,6,0,35,0,6.66666666666667,0.666666666666667,Video 1
223,21:08,21:14,1268,1274,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
224,21:20,21:28,1280,1288,8,1,35,0.0285714285714286,5,0.5,Video 1
225,21:22,21:30,1282,1290,8,1,35,0.0285714285714286,5,0.5,Video 1
226,21:25,21:33,1285,1293,8,4,35,0.114285714285714,5,0.5,Video 1
227,21:37,21:43,1297,1303,6,0,35,0,6.66666666666667,0.666666666666667,Video 1
228,21:40,21:49,1300,1309,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 1
229,22:12,22:17,1332,1337,5,1,35,0.0285714285714286,8,0.8,Video 1
230,22:14,22:19,1334,1339,5,1,35,0.0285714285714286,8,0.8,Video 1
231,22:20,22:26,1340,1346,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
232,22:23,22:29,1343,1349,6,1,35,0.0285714285714286,6.66666666666667,0.666666666666667,Video 1
233,22:25,22:31,1345,1351,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
234,22:27,22:34,1347,1354,7,2,35,0.0571428571428571,5.71428571428571,0.571428571428571,Video 1
235,22:30,22:36,1350,1356,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 1
236,22:35,22:42,1355,1362,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
237,22:38,22:45,1358,1365,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
238,23:21,23:29,1401,1409,8,2,35,0.0571428571428571,5,0.5,Video 1
239,23:24,23:32,1404,1412,8,2,35,0.0571428571428571,5,0.5,Video 1
240,23:36,23:43,1416,1423,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 1
241,23:39,23:47,1419,1427,8,3,35,0.0857142857142857,5,0.5,Video 1
242,23:41,23:50,1421,1430,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 1
243,23:44,23:54,1424,1434,10,3,35,0.0857142857142857,4,0.4,Video 1
244,24:19:00,24:27:00,1459,1467,8,3,35,0.0857142857142857,5,0.5,Video 1
245,24:38:00,24:46:00,1478,1486,8,3,35,0.0857142857142857,5,0.5,Video 1
246,24:42:00,24:49:00,1482,1489,7,2,35,0.0571428571428571,5.71428571428571,0.571428571428571,Video 1
247,24:43:00,24:51:00,1483,1491,8,2,35,0.0571428571428571,5,0.5,Video 1
248,24:45:00,24:53:00,1485,1493,8,2,35,0.0571428571428571,5,0.5,Video 1
249,25:13:00,25:17:00,1513,1517,4,0,35,0,10,1,Video 1
250,25:24:00,25:29:00,1524,1529,5,0,35,0,8,0.8,Video 1
251,0:01,0:08,1,8,7,2,35,0.0571428571428571,5.71428571428571,0.571428571428571,Video 3
252,0:05,0:16,5,16,11,1,35,0.0285714285714286,3.63636363636364,0.363636363636364,Video 3
253,0:17,0:25,17,25,8,0,35,0,5,0.5,Video 3
254,0:22,0:28,22,28,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 3
255,0:25,0:32,25,32,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 3
256,0:40,0:49,40,49,9,0,35,0,4.44444444444445,0.444444444444445,Video 3
257,0:42,0:50,42,50,8,1,35,0.0285714285714286,5,0.5,Video 3
258,0:47,0:58,47,58,11,3,35,0.0857142857142857,3.63636363636364,0.363636363636364,Video 3
259,1:01,1:17,61,77,16,2,35,0.0571428571428571,2.5,0.25,Video 3
260,1:11,1:20,71,80,9,0,35,0,4.44444444444445,0.444444444444445,Video 3
261,1:13,1:22,73,82,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 3
262,1:15,1:24,75,84,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 3
263,1:18,1:28,78,88,10,4,35,0.114285714285714,4,0.4,Video 3
264,1:20,1:29,80,89,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 3
265,2:11,2:17,131,137,6,2,35,0.0571428571428571,6.66666666666667,0.666666666666667,Video 3
266,2:24,2:34,144,154,10,0,35,0,4,0.4,Video 3
267,2:32,2:40,152,160,8,0,35,0,5,0.5,Video 3
268,2:35,2:43,155,163,8,2,35,0.0571428571428571,5,0.5,Video 3
