Nomor,T-in (mm.ss),T-out (mm.ss),T-in,T-out,Î”T,Volume,VMax,Kepadatan,Kecepatan,Kecepatan Normalisasi,Hambatan Kendaraan Menyebrang,Hambatan Kendaraan Besar,Hambatan Kendaraan Berhenti Pada Sisi Jalan,Total Hambatan,Keterangan Video
1,0:10,0:22,10,22,12,7,35,0.2,3.33333333333333,0.416666666666667,1,1,0,2,Video 1
2,0:12,0:27,12,27,15,7,35,0.2,2.66666666666667,0.333333333333333,0,1,0,1,Video 1
3,0:15,0:29,15,29,14,7,35,0.2,2.85714285714286,0.357142857142857,0,2,0,2,Video 1
4,0:17,0:31,17,31,14,6,35,0.171428571428571,2.85714285714286,0.357142857142857,0,2,0,2,Video 1
5,0:21,0:34,21,34,13,6,35,0.171428571428571,3.07692307692308,0.384615384615385,0,1,0,1,Video 1
6,0:21,0:37,21,37,16,7,35,0.2,2.5,0.3125,0,1,0,1,Video 1
7,0:23,0:36,23,36,13,7,35,0.2,3.07692307692308,0.384615384615385,0,1,0,1,Video 1
8,0:25,0:38,25,37,12,7,35,0.2,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
9,0:42,0:55,42,55,13,6,35,0.171428571428571,3.07692307692308,0.384615384615385,1,0,0,1,Video 1
10,0:43,0:58,43,58,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,1,1,0,2,Video 1
11,0:46,1:00,46,60,14,6,35,0.171428571428571,2.85714285714286,0.357142857142857,0,1,0,1,Video 1
12,0:49,1:03,49,63,14,7,35,0.2,2.85714285714286,0.357142857142857,0,2,0,2,Video 1
13,0:52,1:05,52,65,13,6,35,0.171428571428571,3.07692307692308,0.384615384615385,0,3,0,3,Video 1
14,0:54,1:10,54,69,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,0,3,0,3,Video 1
15,0:57,1:12,57,72,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,1,2,0,3,Video 1
16,1:00,1:15,60,75,15,6,35,0.171428571428571,2.66666666666667,0.333333333333333,0,2,0,2,Video 1
17,1:04,1:26,64,86,22,5,35,0.142857142857143,1.81818181818182,0.227272727272727,0,2,0,2,Video 1
18,1:14,1:29,74,89,15,4,35,0.114285714285714,2.66666666666667,0.333333333333333,1,1,0,2,Video 1
19,1:16,1:31,76,91,15,3,35,0.0857142857142857,2.66666666666667,0.333333333333333,1,1,0,2,Video 1
20,1:20,1:34,80,94,14,4,35,0.114285714285714,2.85714285714286,0.357142857142857,0,1,0,1,Video 1
21,1:24,1:38,84,98,14,5,35,0.142857142857143,2.85714285714286,0.357142857142857,0,1,0,1,Video 1
22,1:28,1:40,88,100,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
23,1:31,1:43,91,102,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
24,1:34,1:48,94,108,14,5,35,0.142857142857143,2.85714285714286,0.357142857142857,0,1,0,1,Video 1
25,1:57,2:09,117,128,11,4,35,0.114285714285714,3.63636363636364,0.454545454545455,1,0,0,1,Video 1
26,1:59,2:11,119,131,12,4,35,0.114285714285714,3.33333333333333,0.416666666666667,1,0,0,1,Video 1
27,2:50,3:05,170,185,15,5,35,0.142857142857143,2.66666666666667,0.333333333333333,1,0,0,1,Video 1
28,2:51,3:03,171,183,12,5,35,0.142857142857143,3.33333333333333,0.416666666666667,1,0,0,1,Video 1
29,3:57,4:07,237,247,10,1,35,0.0285714285714286,4,0.5,1,0,0,1,Video 1
30,4:31,4:42,271,282,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
31,4:32,4:42,272,282,10,6,35,0.171428571428571,4,0.5,0,1,0,1,Video 1
32,4:34,4:42,274,282,8,6,35,0.171428571428571,5,0.625,0,1,0,1,Video 1
33,4:36,4:46,276,286,10,5,35,0.142857142857143,4,0.5,0,1,0,1,Video 1
34,5:33,5:47,333,347,14,5,35,0.142857142857143,2.85714285714286,0.357142857142857,1,0,0,1,Video 1
35,5:34,5:43,334,343,9,5,35,0.142857142857143,4.44444444444445,0.555555555555556,1,0,0,1,Video 1
36,6:14,6:30,374,390,16,6,35,0.171428571428571,2.5,0.3125,1,0,0,1,Video 1
37,6:48,7:11,408,431,23,6,35,0.171428571428571,1.73913043478261,0.217391304347826,1,0,0,1,Video 1
38,6:55,7:13,415,433,18,7,35,0.2,2.22222222222222,0.277777777777778,1,0,0,1,Video 1
39,7:17,7:28,437,448,11,9,35,0.257142857142857,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
40,7:19,7:31,439,451,12,9,35,0.257142857142857,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
41,7:20,7:37,440,457,17,8,35,0.228571428571429,2.35294117647059,0.294117647058824,0,1,0,1,Video 1
42,7:23,7:39,443,459,16,6,35,0.171428571428571,2.5,0.3125,0,1,0,1,Video 1
43,7:25,7:41,445,461,16,6,35,0.171428571428571,2.5,0.3125,0,1,0,1,Video 1
44,7:27,7:48,447,468,21,7,35,0.2,1.9047619047619,0.238095238095238,1,1,0,2,Video 1
45,7:28,7:46,448,466,18,8,35,0.228571428571429,2.22222222222222,0.277777777777778,1,1,0,2,Video 1
46,7:47,7:52,467,472,5,0,35,0,8,1,0,1,0,1,Video 1
47,7:47,7:55,467,475,8,0,35,0,5,0.625,0,1,0,1,Video 1
48,7:49,7:58,469,478,9,2,35,0.0571428571428571,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
49,7:52,7:59,472,479,7,3,35,0.0857142857142857,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
50,7:53,8:08,473,488,15,3,35,0.0857142857142857,2.66666666666667,0.333333333333333,0,1,0,1,Video 1
51,7:55,8:05,475,485,10,4,35,0.114285714285714,4,0.5,0,1,0,1,Video 1
52,8:11,8:20,491,500,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
53,8:14,8:21,494,501,7,4,35,0.114285714285714,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
54,8:16,8:24,496,504,8,4,35,0.114285714285714,5,0.625,0,1,0,1,Video 1
55,8:40,8:49,520,529,9,2,35,0.0571428571428571,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
56,8:43,8:52,523,532,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
57,8:45,8:56,525,536,11,4,35,0.114285714285714,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
58,8:50,8:59,530,539,9,3,35,0.0857142857142857,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
59,8:51,9:01,532,541,9,3,35,0.0857142857142857,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
60,9:40,9:46,580,586,6,2,35,0.0571428571428571,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
61,9:42,9:48,582,588,6,2,35,0.0571428571428571,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
62,9:44,9:50,584,590,6,2,35,0.0571428571428571,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
63,9:46,9:52,586,592,6,3,35,0.0857142857142857,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
64,10:18,10:24,618,624,6,1,35,0.0285714285714286,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
65,10:19,10:27,620,627,7,2,35,0.0571428571428571,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
66,10:23,10:30,623,630,7,2,35,0.0571428571428571,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
67,10:38,10:50,638,650,12,3,35,0.0857142857142857,3.33333333333333,0.416666666666667,1,0,0,1,Video 1
68,10:42,10:55,642,655,13,5,35,0.142857142857143,3.07692307692308,0.384615384615385,0,1,0,1,Video 1
69,10:45,10:57,645,657,12,5,35,0.142857142857143,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
70,10:48,11:00,648,660,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
71,10:50,11:02,650,662,12,5,35,0.142857142857143,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
72,10:52,11:08,652,668,16,5,35,0.142857142857143,2.5,0.3125,0,1,0,1,Video 1
73,10:53,11:05,653,665,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
74,10:54,11:06,654,666,12,7,35,0.2,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
75,11:07,11:20,667,680,13,10,35,0.285714285714286,3.07692307692308,0.384615384615385,1,0,0,1,Video 1
76,11:11,11:25,671,685,14,8,35,0.228571428571429,2.85714285714286,0.357142857142857,1,0,0,1,Video 1
77,11:12,11:22,672,682,10,8,35,0.228571428571429,4,0.5,1,0,0,1,Video 1
78,12:03,12:15,723,735,12,2,35,0.0571428571428571,3.33333333333333,0.416666666666667,2,0,0,2,Video 1
79,12:05,12:16,725,736,11,2,35,0.0571428571428571,3.63636363636364,0.454545454545455,2,0,0,2,Video 1
80,12:07,12:18,727,738,11,3,35,0.0857142857142857,3.63636363636364,0.454545454545455,2,0,0,2,Video 1
81,12:28,12:48,748,768,20,7,35,0.2,2,0.25,1,0,0,1,Video 1
82,12:32,12:52,752,772,20,7,35,0.2,2,0.25,1,0,0,1,Video 1
83,12:39,12:55,759,775,16,7,35,0.2,2.5,0.3125,0,1,0,1,Video 1
84,12:44,12:57,764,777,13,5,35,0.142857142857143,3.07692307692308,0.384615384615385,0,1,0,1,Video 1
85,12:47,13:00,767,780,13,5,35,0.142857142857143,3.07692307692308,0.384615384615385,0,1,0,1,Video 1
86,12:51,13:01,771,781,10,5,35,0.142857142857143,4,0.5,0,1,0,1,Video 1
87,12:53,13:03,773,783,10,5,35,0.142857142857143,4,0.5,0,1,0,1,Video 1
88,12:55,13:06,775,786,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
89,13:21,13:41,801,821,20,6,35,0.171428571428571,2,0.25,0,1,0,1,Video 1
90,13:23,13:44,803,824,21,7,35,0.2,1.9047619047619,0.238095238095238,1,1,0,2,Video 1
91,13:27,13:36,807,816,9,8,35,0.228571428571429,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
92,13:28,13:51,808,831,23,8,35,0.228571428571429,1.73913043478261,0.217391304347826,1,1,1,3,Video 1
93,13:30,13:47,810,827,17,8,35,0.228571428571429,2.35294117647059,0.294117647058824,1,1,0,2,Video 1
94,13:32,13:55,812,835,23,8,35,0.228571428571429,1.73913043478261,0.217391304347826,1,1,1,3,Video 1
95,13:33,13:49,813,829,16,10,35,0.285714285714286,2.5,0.3125,1,1,0,2,Video 1
96,13:34,13:56,814,836,22,10,35,0.285714285714286,1.81818181818182,0.227272727272727,1,1,1,3,Video 1
97,13:36,13:51,816,831,15,10,35,0.285714285714286,2.66666666666667,0.333333333333333,1,2,0,3,Video 1
98,13:38,14:01,818,841,23,9,35,0.257142857142857,1.73913043478261,0.217391304347826,0,2,1,3,Video 1
99,13:40,13:54,820,834,14,9,35,0.257142857142857,2.85714285714286,0.357142857142857,0,1,1,2,Video 1
100,13:46,13:59,826,839,13,10,35,0.285714285714286,3.07692307692308,0.384615384615385,0,1,0,1,Video 1
101,13:46,14:05,826,845,19,10,35,0.285714285714286,2.10526315789474,0.263157894736842,0,1,0,1,Video 1
102,13:48,14:03,828,843,15,11,35,0.314285714285714,2.66666666666667,0.333333333333333,0,1,0,1,Video 1
103,13:51,14:13,831,853,22,9,35,0.257142857142857,1.81818181818182,0.227272727272727,2,0,0,2,Video 1
104,13:56,14:14,836,854,18,8,35,0.228571428571429,2.22222222222222,0.277777777777778,2,0,0,2,Video 1
105,14:03,14:16,843,856,13,5,35,0.142857142857143,3.07692307692308,0.384615384615385,4,0,0,4,Video 1
106,14:08,14:19,848,859,11,4,35,0.114285714285714,3.63636363636364,0.454545454545455,2,0,0,2,Video 1
107,14:53,15:00,893,900,7,3,35,0.0857142857142857,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
108,15:03,15:09,903,909,6,2,35,0.0571428571428571,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
109,15:11,15:17,911,917,6,0,35,0,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
110,15:16,15:24,916,924,8,1,35,0.0285714285714286,5,0.625,0,1,0,1,Video 1
111,15:18,15:26,918,926,8,1,35,0.0285714285714286,5,0.625,0,1,0,1,Video 1
112,15:19,15:27,919,927,8,2,35,0.0571428571428571,5,0.625,0,1,0,1,Video 1
113,15:21,15:28,921,928,7,3,35,0.0857142857142857,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
114,15:22,15:30,922,930,8,4,35,0.114285714285714,5,0.625,0,2,0,2,Video 1
115,15:25,15:33,925,933,8,4,35,0.114285714285714,5,0.625,0,1,0,1,Video 1
116,15:28,15:35,928,935,7,3,35,0.0857142857142857,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
117,15:29,15:37,929,937,8,2,35,0.0571428571428571,5,0.625,0,1,0,1,Video 1
118,15:38,15:45,938,945,7,1,35,0.0285714285714286,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
119,15:41,15:48,941,948,7,2,35,0.0571428571428571,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
120,15:51,15:58,951,958,7,2,35,0.0571428571428571,5.71428571428571,0.714285714285714,1,0,0,1,Video 1
121,16:07,16:20,967,980,13,3,35,0.0857142857142857,3.07692307692308,0.384615384615385,1,0,0,1,Video 1
122,16:09,16:22,969,982,13,3,35,0.0857142857142857,3.07692307692308,0.384615384615385,1,0,0,1,Video 1
123,16:11,16:25,971,985,14,4,35,0.114285714285714,2.85714285714286,0.357142857142857,1,1,0,2,Video 1
124,16:32,16:40,992,1000,8,1,35,0.0285714285714286,5,0.625,1,1,0,2,Video 1
125,16:40,16:52,1000,1012,12,2,35,0.0571428571428571,3.33333333333333,0.416666666666667,2,1,0,3,Video 1
126,16:45,16:54,1005,1014,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,2,0,0,2,Video 1
127,17:12,17:20,1032,1040,8,2,35,0.0571428571428571,5,0.625,0,1,0,1,Video 1
128,17:15,17:22,1035,1042,7,4,35,0.114285714285714,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
129,17:16,17:23,1036,1043,7,5,35,0.142857142857143,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
130,17:19,17:28,1039,1048,9,5,35,0.142857142857143,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
131,17:39,17:51,1059,1071,12,4,35,0.114285714285714,3.33333333333333,0.416666666666667,1,0,0,1,Video 1
132,17:42,17:58,1062,1078,16,3,35,0.0857142857142857,2.5,0.3125,1,0,0,1,Video 1
133,17:44,17:54,1064,1074,10,3,35,0.0857142857142857,4,0.5,1,1,0,2,Video 1
134,17:46,17:57,1066,1077,11,3,35,0.0857142857142857,3.63636363636364,0.454545454545455,1,1,0,2,Video 1
135,17:48,17:59,1068,1079,11,4,35,0.114285714285714,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
136,17:51,18:01,1071,1081,10,6,35,0.171428571428571,4,0.5,0,2,0,2,Video 1
137,17:54,18:04,1074,1084,10,7,35,0.2,4,0.5,0,2,0,2,Video 1
138,17:59,18:07,1079,1087,8,4,35,0.114285714285714,5,0.625,0,1,0,1,Video 1
139,19:51,20:00,1191,1200,9,3,35,0.0857142857142857,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
140,22:39,22:44,1359,1364,5,2,35,0.0571428571428571,8,1,0,1,0,1,Video 1
141,22:41,22:47,1361,1367,6,3,35,0.0857142857142857,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
142,22:46,22:52,1366,1372,6,3,35,0.0857142857142857,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
143,22:47,22:53,1367,1373,6,3,35,0.0857142857142857,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
144,22:48,22:54,1368,1374,6,3,35,0.0857142857142857,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
145,22:50,22:57,1370,1377,7,3,35,0.0857142857142857,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
146,22:52,23:00,1372,1380,8,5,35,0.142857142857143,5,0.625,0,3,0,3,Video 1
147,22:53,23:01,1373,1381,8,5,35,0.142857142857143,5,0.625,0,2,0,2,Video 1
148,22:56,23:04,1376,1384,8,5,35,0.142857142857143,5,0.625,0,2,0,2,Video 1
149,22:58,23:05,1378,1385,7,5,35,0.142857142857143,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
150,23:09,23:17,1389,1397,8,1,35,0.0285714285714286,5,0.625,0,1,0,1,Video 1
151,23:10,23:18,1390,1398,8,2,35,0.0571428571428571,5,0.625,0,1,0,1,Video 1
152,23:11,23:20,1391,1400,9,3,35,0.0857142857142857,4.44444444444445,0.555555555555556,0,2,0,2,Video 1
153,23:14,23:22,1394,1402,8,5,35,0.142857142857143,5,0.625,0,2,0,2,Video 1
154,23:17,23:26,1397,1406,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
155,23:21,23:29,1401,1409,8,2,35,0.0571428571428571,5,0.625,1,0,0,1,Video 1
156,23:29,23:36,1409,1416,7,3,35,0.0857142857142857,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
157,23:49,24:07:00,1429,1447,18,4,35,0.114285714285714,2.22222222222222,0.277777777777778,1,1,0,2,Video 1
158,23:52,24:10:00,1432,1450,18,5,35,0.142857142857143,2.22222222222222,0.277777777777778,0,2,0,2,Video 1
159,24:01:00,24:13:00,1441,1453,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,1,1,0,2,Video 1
160,24:07:00,24:16:00,1447,1456,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
161,24:10:00,24:19:00,1450,1459,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
162,24:11:00,24:21:00,1451,1461,10,5,35,0.142857142857143,4,0.5,0,1,0,1,Video 1
163,24:12:00,24:20:00,1452,1460,8,5,35,0.142857142857143,5,0.625,0,1,0,1,Video 1
164,24:22:00,24:34:00,1462,1474,12,3,35,0.0857142857142857,3.33333333333333,0.416666666666667,0,1,0,1,Video 1
165,24:30:00,24:38:00,1470,1478,8,2,35,0.0571428571428571,5,0.625,0,1,0,1,Video 1
166,24:33:00,24:42:00,1473,1482,9,3,35,0.0857142857142857,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
167,25:36:00,25:42:00,1536,1542,6,0,35,0,6.66666666666667,0.833333333333333,1,0,0,1,Video 1
168,25:40:00,25:46:00,1540,1546,6,1,35,0.0285714285714286,6.66666666666667,0.833333333333333,1,0,0,1,Video 1
169,25:46:00,25:57:00,1546,1557,11,2,35,0.0571428571428571,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
170,25:47:00,25:52:00,1547,1552,5,2,35,0.0571428571428571,8,1,0,1,0,1,Video 1
171,25:50:00,25:55:00,1550,1555,5,2,35,0.0571428571428571,8,1,0,1,0,1,Video 1
172,25:52:00,25:58:00,1552,1558,6,2,35,0.0571428571428571,6.66666666666667,0.833333333333333,0,1,0,1,Video 1
173,26:20:00,26:31:00,1580,1591,11,2,35,0.0571428571428571,3.63636363636364,0.454545454545455,1,0,0,1,Video 1
174,26:23:00,26:31:00,1583,1591,8,1,35,0.0285714285714286,5,0.625,1,0,0,1,Video 1
175,26:25:00,26:35:00,1585,1595,10,3,35,0.0857142857142857,4,0.5,1,0,0,1,Video 1
176,27:18:00,27:25:00,1638,1645,7,2,35,0.0571428571428571,5.71428571428571,0.714285714285714,0,1,0,1,Video 1
177,27:19:00,27:28:00,1639,1648,9,2,35,0.0571428571428571,4.44444444444445,0.555555555555556,0,1,0,1,Video 1
178,27:27:00,28:10:00,1647,1690,43,2,35,0.0571428571428571,0.930232558139535,0.116279069767442,0,0,1,1,Video 1
179,27:46:00,27:56:00,1666,1676,10,1,35,0.0285714285714286,4,0.5,1,0,1,2,Video 1
180,27:49:00,27:58:00,1669,1678,9,1,35,0.0285714285714286,4.44444444444445,0.555555555555556,0,1,1,2,Video 1
181,27:51:00,28:00:00,1671,1680,9,2,35,0.0571428571428571,4.44444444444445,0.555555555555556,0,1,1,2,Video 1
182,27:53:00,28:02:00,1673,1682,9,4,35,0.114285714285714,4.44444444444445,0.555555555555556,0,1,1,2,Video 1
183,28:14:00,28:25:00,1694,1705,11,5,35,0.142857142857143,3.63636363636364,0.454545454545455,1,0,0,1,Video 1
184,28:15:00,28:23:00,1695,1703,8,6,35,0.171428571428571,5,0.625,1,0,0,1,Video 1
185,28:16:00,28:25:00,1696,1705,9,6,35,0.171428571428571,4.44444444444445,0.555555555555556,1,1,0,2,Video 1
186,28:16:00,28:27:00,1696,1707,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,1,1,0,2,Video 1
187,28:19:00,28:30:00,1699,1710,11,7,35,0.2,3.63636363636364,0.454545454545455,1,1,0,2,Video 1
188,28:23:00,28:34:00,1703,1714,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,1,1,0,2,Video 1
189,28:25:00,28:35:00,1705,1715,10,5,35,0.142857142857143,4,0.5,1,2,0,3,Video 1
190,28:33:00,28:48:00,1713,1728,15,3,35,0.0857142857142857,2.66666666666667,0.333333333333333,1,1,0,2,Video 1
191,28:37:00,28:50:00,1717,1730,13,3,35,0.0857142857142857,3.07692307692308,0.384615384615385,1,0,0,1,Video 1
192,28:49:00,29:01:00,1729,1741,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,1,0,0,1,Video 1
193,28:53:00,29:05:00,1733,1745,12,6,35,0.171428571428571,3.33333333333333,0.416666666666667,1,0,0,1,Video 1
194,28:56:00,29:06:00,1736,1746,10,5,35,0.142857142857143,4,0.5,1,1,0,2,Video 1
195,28:57:00,29:08:00,1737,1748,11,5,35,0.142857142857143,3.63636363636364,0.454545454545455,1,1,0,2,Video 1
196,28:58:00,29:09:00,1738,1749,11,6,35,0.171428571428571,3.63636363636364,0.454545454545455,0,1,0,1,Video 1
